agent,belief,policy,episode_id,household_id,day_index,question_id,object_id,object_class,t_query,answer_receptacle,truth_receptacle,correct,confidence,budget_before,budget_spent,budget_after,forced_answer,belief_accuracy
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0079,mug_1,mug,319975,sink_k1,sink_k1,True,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0006,headphones_1,headphones,320487,counter_k1,counter_k1,True,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0031,keys_marisol,keys,321532,entry_table_e1,entry_table_e1,True,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0087,book_1,book,323789,nightstand_b1,nightstand_b1,True,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0034,medication_bottle_1,medication_bottle,324638,nightstand_b1,nightstand_b1,True,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0065,keys_marisol,keys,328797,entry_table_e1,entry_table_e1,True,1.0,24,0,24,False,0.7647058823529411
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0039,plate_1,plate,329476,coffee_table_l1,dish_rack_k1,False,1.0,24,0,24,False,0.7647058823529411
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0017,mug_2,mug,330614,cupboard_k1,cupboard_k1,True,1.0,24,0,24,False,0.7647058823529411
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0005,blanket_1,blanket,331283,bed_b1,bed_b1,True,1.0,24,0,24,False,0.7647058823529411
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0045,jacket_marisol,jacket,331741,entry_hook_e1,chair_k1,False,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0086,blanket_1,blanket,332020,bed_b1,bed_b1,True,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0081,bowl_2,bowl,332609,sink_k1,coffee_table_l1,False,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0020,medication_bottle_1,medication_bottle,333663,nightstand_b1,nightstand_b1,True,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0033,mug_1,mug,334302,sink_k1,couch_l1,False,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0042,keys_marisol,keys,334436,entry_table_e1,entry_table_e1,True,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0021,bowl_1,bowl,334661,entry_table_e1,entry_table_e1,True,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0008,phone_marisol,phone,335398,ON_PERSON,ON_PERSON,True,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0082,remote_1,remote,335911,coffee_table_l1,coffee_table_l1,True,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0044,wallet_marisol,wallet,336454,entry_table_e1,entry_table_e1,True,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0019,book_1,book,336543,nightstand_b1,nightstand_b1,True,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0030,water_bottle_1,water_bottle,338376,couch_l1,couch_l1,True,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0016,umbrella_1,umbrella,338580,entry_floor_e1,entry_floor_e1,True,1.0,24,0,24,False,0.8235294117647058
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0046,phone_marisol,phone,339670,ON_PERSON,ON_PERSON,True,1.0,24,0,24,False,0.7058823529411765
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0075,headphones_1,headphones,340047,counter_k1,bathroom_shelf_ba1,False,1.0,24,0,24,False,0.47058823529411764
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0064,headphones_1,headphones,341054,counter_k1,bathroom_shelf_ba1,False,1.0,24,0,24,False,0.47058823529411764
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0038,mug_2,mug,341649,cupboard_k1,cupboard_k1,True,1.0,24,0,24,False,0.47058823529411764
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0011,mug_2,mug,341730,cupboard_k1,cupboard_k1,True,1.0,24,0,24,False,0.47058823529411764
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0043,blanket_1,blanket,342005,bed_b1,couch_l1,False,1.0,24,0,24,False,0.47058823529411764
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0076,phone_marisol,phone,342015,ON_PERSON,OUT_OF_HOUSE,False,1.0,24,0,24,False,0.47058823529411764
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0007,remote_1,remote,343107,coffee_table_l1,coffee_table_l1,True,1.0,24,0,24,False,0.47058823529411764
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0015,mug_1,mug,344123,sink_k1,couch_l1,False,1.0,24,0,24,False,0.47058823529411764
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,3,q0013,jacket_marisol,jacket,344222,entry_hook_e1,OUT_OF_HOUSE,False,1.0,24,0,24,False,0.47058823529411764
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0127,headphones_1,headphones,345913,counter_k1,bathroom_shelf_ba1,False,1.0,24,0,24,False,0.47058823529411764
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0093,blanket_1,blanket,346640,bed_b1,couch_l1,False,1.0,24,0,24,False,0.47058823529411764
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0177,jacket_marisol,jacket,347725,entry_hook_e1,OUT_OF_HOUSE,False,1.0,24,0,24,False,0.47058823529411764
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0123,bowl_2,bowl,347814,sink_k1,coffee_table_l1,False,1.0,24,0,24,False,0.47058823529411764
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0134,umbrella_1,umbrella,348770,entry_floor_e1,entry_floor_e1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0159,bowl_1,bowl,350170,entry_table_e1,entry_table_e1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0157,bowl_1,bowl,351119,entry_table_e1,entry_table_e1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0133,book_1,book,351860,nightstand_b1,nightstand_b1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0126,blanket_1,blanket,352141,bed_b1,couch_l1,False,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0101,jacket_marisol,jacket,352481,entry_hook_e1,OUT_OF_HOUSE,False,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0115,water_bottle_1,water_bottle,352540,couch_l1,OUT_OF_HOUSE,False,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0149,remote_1,remote,353402,coffee_table_l1,coffee_table_l1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0162,mug_2,mug,353864,cupboard_k1,cupboard_k1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0120,wallet_marisol,wallet,355896,entry_table_e1,OUT_OF_HOUSE,False,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0163,water_bottle_1,water_bottle,356132,couch_l1,OUT_OF_HOUSE,False,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0091,phone_marisol,phone,356209,ON_PERSON,OUT_OF_HOUSE,False,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0111,medication_bottle_1,medication_bottle,357130,nightstand_b1,nightstand_b1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0113,mug_2,mug,357619,cupboard_k1,cupboard_k1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0130,phone_marisol,phone,358331,ON_PERSON,OUT_OF_HOUSE,False,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0152,water_bottle_1,water_bottle,358774,couch_l1,OUT_OF_HOUSE,False,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0090,plate_1,plate,358901,dish_rack_k1,dish_rack_k1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0139,plate_1,plate,358972,dish_rack_k1,dish_rack_k1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0138,bowl_1,bowl,359467,entry_table_e1,entry_table_e1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0170,book_1,book,359509,nightstand_b1,nightstand_b1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0156,umbrella_1,umbrella,360007,entry_floor_e1,entry_floor_e1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0109,umbrella_1,umbrella,360246,entry_floor_e1,entry_floor_e1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0098,umbrella_1,umbrella,360766,entry_floor_e1,entry_floor_e1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0121,charger_1,charger,360954,counter_k1,counter_k1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0114,headphones_1,headphones,361251,counter_k1,bathroom_shelf_ba1,False,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0131,mug_1,mug,362614,couch_l1,couch_l1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0165,mug_1,mug,362661,couch_l1,couch_l1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0097,keys_marisol,keys,364030,entry_table_e1,OUT_OF_HOUSE,False,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0116,bowl_1,bowl,365835,entry_table_e1,entry_table_e1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0160,charger_1,charger,367153,counter_k1,counter_k1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0125,mug_2,mug,367883,cupboard_k1,cupboard_k1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0135,bowl_2,bowl,368363,sink_k1,coffee_table_l1,False,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0168,remote_1,remote,369268,coffee_table_l1,coffee_table_l1,True,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0164,bowl_2,bowl,369293,sink_k1,coffee_table_l1,False,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0144,jacket_marisol,jacket,369855,entry_hook_e1,OUT_OF_HOUSE,False,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0171,jacket_marisol,jacket,370063,entry_hook_e1,OUT_OF_HOUSE,False,1.0,24,0,24,False,0.5294117647058824
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0174,plate_1,plate,371602,dish_rack_k1,coffee_table_l1,False,1.0,24,0,24,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0175,keys_marisol,keys,371672,entry_table_e1,counter_k1,False,1.0,24,0,24,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0176,book_1,book,374260,nightstand_b1,nightstand_b1,True,1.0,24,0,24,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0137,water_bottle_1,water_bottle,375954,couch_l1,couch_l1,True,1.0,24,0,24,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0173,wallet_marisol,wallet,376076,entry_table_e1,chair_k1,False,1.0,24,0,24,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0129,wallet_marisol,wallet,376189,entry_table_e1,chair_k1,False,1.0,24,0,24,False,0.5882352941176471
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0145,bowl_2,bowl,378033,sink_k1,coffee_table_l1,False,1.0,24,0,24,False,0.6470588235294118
LastObservation+NeverSense,LastObservation,NeverSense,hh_001_timeline_seed0,hh_001,4,q0094,bowl_1,bowl,378552,entry_table_e1,entry_table_e1,True,1.0,24,0,24,False,0.6470588235294118
